layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
0,90,0.24928957223892212,0.22243806719779968,0.1943381130695343,0.11763972789049149,0.08030419796705246,0.05386056751012802,0.03426603227853775,0.018773138523101807,0.008166232146322727,0.0066954451613128185,5,6,7,9
1,90,0.30430734157562256,0.1953369677066803,0.17529448866844177,0.10439137369394302,0.07136859744787216,0.05387138947844505,0.02824130654335022,0.01561867818236351,0.009508021175861359,0.007601182442158461,5,6,9,9
2,90,0.267240434885025,0.21855202317237854,0.16713187098503113,0.1097773090004921,0.07438720017671585,0.05552560091018677,0.027578921988606453,0.015376626513898373,0.009499914012849331,0.008751866407692432,6,7,10,9
3,90,0.2685025632381439,0.22331441938877106,0.15326374769210815,0.10208339244127274,0.07189644873142242,0.059113092720508575,0.024918394163250923,0.01573927327990532,0.014845664612948895,0.010947144590318203,6,7,11,9
4,90,0.26036179065704346,0.2346840798854828,0.15635277330875397,0.09791170805692673,0.07447650283575058,0.0570952482521534,0.02521347627043724,0.016681047156453133,0.009922599419951439,0.008805081248283386,6,7,12,9
5,90,0.24941688776016235,0.23166599869728088,0.14929898083209991,0.09939813613891602,0.07741879671812057,0.05774550139904022,0.02621045522391796,0.01910683698952198,0.014486560598015785,0.010348272509872913,6,8,12,9
6,90,0.2562771141529083,0.21872948110103607,0.14662297070026398,0.09323078393936157,0.08726506680250168,0.05517999082803726,0.02447928488254547,0.01709074340760708,0.01454506628215313,0.010482988320291042,6,9,14,9
7,90,0.30059123039245605,0.21948423981666565,0.12907610833644867,0.0840664878487587,0.07243721932172775,0.04666461795568466,0.03008994646370411,0.017875507473945618,0.014982236549258232,0.011979888193309307,6,8,14,9
8,90,0.3527907729148865,0.18345078825950623,0.11931535601615906,0.07980046421289444,0.0770055279135704,0.04391056299209595,0.024829383939504623,0.01619953103363514,0.013846497982740402,0.011026441119611263,6,9,14,9
9,90,0.3006642460823059,0.2576167583465576,0.11853191256523132,0.08125118911266327,0.05971251428127289,0.03955232352018356,0.02780679427087307,0.014322702772915363,0.012737980112433434,0.011638282798230648,6,9,14,9
10,90,0.4182301163673401,0.20584115386009216,0.10770459473133087,0.06193786859512329,0.04817551374435425,0.03607812151312828,0.02214130014181137,0.011684511788189411,0.010015950538218021,0.009363574907183647,6,7,13,9
11,90,0.5858417749404907,0.12051884829998016,0.07939227670431137,0.052084993571043015,0.03658685460686684,0.02225874550640583,0.020676588639616966,0.009943172335624695,0.007702128030359745,0.007024839986115694,5,7,12,9
0,90,0.24837839603424072,0.2216208428144455,0.1949959397315979,0.11765684187412262,0.07998588681221008,0.053960852324962616,0.034257225692272186,0.018756594508886337,0.008586052805185318,0.006679925136268139,5,6,7,10
1,90,0.30232757329940796,0.19497975707054138,0.1745780110359192,0.10392308980226517,0.07105142623186111,0.05410926043987274,0.028084881603717804,0.015620483085513115,0.010955942794680595,0.007944769226014614,6,6,9,10
2,90,0.2647726535797119,0.2171158492565155,0.16821619868278503,0.10892949998378754,0.07422132045030594,0.05557085946202278,0.0275671798735857,0.015462402254343033,0.010558098554611206,0.009462562389671803,6,7,10,10
3,90,0.26774659752845764,0.221248060464859,0.15361753106117249,0.1016773208975792,0.07173974066972733,0.05855885520577431,0.024754377081990242,0.016798892989754677,0.015604554675519466,0.009665071032941341,6,8,12,10
4,90,0.2599101662635803,0.2315555214881897,0.15722806751728058,0.09758870303630829,0.07426232844591141,0.056946851313114166,0.025173110887408257,0.016567915678024292,0.011109227314591408,0.01026835571974516,6,7,12,10
5,90,0.24517668783664703,0.2314479947090149,0.14913129806518555,0.09858807176351547,0.07740478962659836,0.05741984397172928,0.02748478204011917,0.021490663290023804,0.014794212765991688,0.011075258255004883,6,8,13,10
6,90,0.25557073950767517,0.21551251411437988,0.14754286408424377,0.09237171709537506,0.08706647157669067,0.05495445802807808,0.02475854754447937,0.016634922474622726,0.014129983261227608,0.012012573890388012,6,9,15,10
7,90,0.29626476764678955,0.2161988765001297,0.13009172677993774,0.08525818586349487,0.07267451286315918,0.04689619690179825,0.031560804694890976,0.01743248850107193,0.014057430438697338,0.012363603338599205,7,9,14,10
8,90,0.3481309413909912,0.18297073245048523,0.11771092563867569,0.07924465090036392,0.07795678079128265,0.04483826085925102,0.0263131745159626,0.016633039340376854,0.013554668985307217,0.009957430884242058,6,9,15,10
9,90,0.30283641815185547,0.24841712415218353,0.11555753648281097,0.0830872431397438,0.062467124313116074,0.03953762352466583,0.02961018495261669,0.013991876505315304,0.01193257886916399,0.0102953240275383,6,9,15,10
10,90,0.4102077782154083,0.20563387870788574,0.1046297624707222,0.06534529477357864,0.04949888959527016,0.03658510372042656,0.024562368169426918,0.011356238275766373,0.011107349768280983,0.009182789362967014,6,8,14,10
11,90,0.5549024343490601,0.12843641638755798,0.08328031003475189,0.05756218358874321,0.03914884477853775,0.024349452927708626,0.022344011813402176,0.010599620640277863,0.007779622450470924,0.00667742220684886,5,7,13,10
0,90,0.2505715489387512,0.22066892683506012,0.19507615268230438,0.11719997972249985,0.08022267371416092,0.05385264754295349,0.033958666026592255,0.018595406785607338,0.006986541673541069,0.005426074378192425,5,6,7,11
1,90,0.3078027069568634,0.19388794898986816,0.17490261793136597,0.10360726714134216,0.07184898853302002,0.053901903331279755,0.027989540249109268,0.015488372184336185,0.009084577672183514,0.0069430856965482235,5,6,9,11
