layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,left_out
4,81,0.2128344625234604,0.18167585134506226,0.1567586362361908,0.1291268914937973,0.08810682594776154,0.07418762892484665,0.05437670648097992,0.02040492370724678,0.011606293730437756,0.007062743883579969,7,8,13,sentence.5
5,81,0.21922950446605682,0.19612498581409454,0.14220526814460754,0.1309545338153839,0.08486087620258331,0.06522725522518158,0.05313030630350113,0.021483682096004486,0.009650981985032558,0.007552234455943108,7,8,14,sentence.5
6,81,0.23561681807041168,0.19171811640262604,0.13803452253341675,0.12224248796701431,0.08170543611049652,0.062432460486888885,0.050913576036691666,0.02222919836640358,0.009527879767119884,0.007971717976033688,7,8,15,sentence.5
7,81,0.24384839832782745,0.17423059046268463,0.13588881492614746,0.12494782358407974,0.07765750586986542,0.06047604978084564,0.05425470322370529,0.02712753787636757,0.010321700014173985,0.008266467601060867,7,9,16,sentence.5
8,81,0.2356448918581009,0.17454147338867188,0.16029419004917145,0.10702359676361084,0.07197708636522293,0.0610954612493515,0.04478458687663078,0.0256524458527565,0.014106021262705326,0.01009567640721798,7,10,18,sentence.5
9,81,0.24506543576717377,0.17372386157512665,0.13629412651062012,0.12100383639335632,0.06480567157268524,0.054911889135837555,0.04101366549730301,0.025851119309663773,0.01688459888100624,0.011461781337857246,8,11,20,sentence.5
10,81,0.25641733407974243,0.19932883977890015,0.13230447471141815,0.10581932961940765,0.05076891556382179,0.0476713590323925,0.03972027078270912,0.031053025275468826,0.017876561731100082,0.012680220417678356,8,11,20,sentence.5
11,81,0.7466797828674316,0.05087539926171303,0.04305565357208252,0.03565377742052078,0.023135598748922348,0.018891191110014915,0.01509175542742014,0.009709477424621582,0.00648853974416852,0.004855989012867212,4,6,10,sentence.5
0,81,0.21890321373939514,0.18929997086524963,0.1640859693288803,0.12191756814718246,0.10728055238723755,0.09001261740922928,0.05447660759091377,0.022373609244823456,0.0074871983379125595,0.004633703269064426,6,7,8,sentence.6
1,81,0.25934574007987976,0.17784298956394196,0.1561128944158554,0.10958702117204666,0.095925472676754,0.0802445113658905,0.048205457627773285,0.019675008952617645,0.008765773847699165,0.006113521754741669,6,7,9,sentence.6
2,81,0.21371017396450043,0.18826310336589813,0.17497698962688446,0.1120833232998848,0.0954270139336586,0.07893474400043488,0.051386285573244095,0.019832370802760124,0.007886646315455437,0.006041000131517649,6,7,11,sentence.6
3,81,0.205269917845726,0.1880558431148529,0.1644517034292221,0.11513332277536392,0.0909973531961441,0.07407449185848236,0.052133794873952866,0.021426495164632797,0.015229103155434132,0.007354183588176966,7,8,14,sentence.6
4,81,0.2121914178133011,0.18151915073394775,0.15758061408996582,0.1303933560848236,0.08787357062101364,0.07372446358203888,0.05372144654393196,0.02027600072324276,0.010171801783144474,0.006416094023734331,7,8,14,sentence.6
5,81,0.21685989201068878,0.1950932741165161,0.14236778020858765,0.13354425132274628,0.08518034964799881,0.0652845948934555,0.052501555532217026,0.02120158076286316,0.008913936093449593,0.007407014723867178,7,8,15,sentence.6
6,81,0.23644119501113892,0.18960030376911163,0.14022649824619293,0.12157271057367325,0.08101119846105576,0.06280562281608582,0.05035559460520744,0.021830430254340172,0.008947779424488544,0.007452118210494518,7,8,16,sentence.6
7,81,0.2463916689157486,0.17099298536777496,0.13962958753108978,0.12327273935079575,0.0772581398487091,0.06080710142850876,0.052352920174598694,0.02610095590353012,0.01002798043191433,0.00804772600531578,7,9,18,sentence.6
8,81,0.2383849024772644,0.17613449692726135,0.15903154015541077,0.10548986494541168,0.07122165709733963,0.06036558747291565,0.04382673650979996,0.024638503789901733,0.01303160097450018,0.009816440753638744,7,10,19,sentence.6
9,81,0.251506507396698,0.17094238102436066,0.13551953434944153,0.12017200142145157,0.06379444152116776,0.053943563252687454,0.03900032117962837,0.024535829201340675,0.015840835869312286,0.011762494221329689,8,12,21,sentence.6
10,81,0.2552920877933502,0.20198164880275726,0.13469038903713226,0.10326739400625229,0.04941875860095024,0.04692510887980461,0.036628708243370056,0.031014541164040565,0.01753983087837696,0.012146606110036373,8,11,21,sentence.6
11,81,0.7547074556350708,0.04978588968515396,0.042326848953962326,0.03373495489358902,0.02150842547416687,0.018070349469780922,0.013991598039865494,0.008720481768250465,0.005806255619972944,0.0044915019534528255,4,5,10,sentence.6
0,81,0.2191123366355896,0.18937888741493225,0.16379483044147491,0.12155904620885849,0.10712184756994247,0.0901426449418068,0.054634708911180496,0.022408677265048027,0.00866609811782837,0.004571088124066591,6,7,8,sentence.7
1,81,0.2524561583995819,0.17963218688964844,0.1569640189409256,0.10940294712781906,0.0965413972735405,0.08136991411447525,0.04866441711783409,0.01996234990656376,0.009802178479731083,0.006508562248200178,6,7,9,sentence.7
2,81,0.21029998362064362,0.18750140070915222,0.1763859987258911,0.11124449223279953,0.09599362313747406,0.079790398478508,0.05181887000799179,0.019976051524281502,0.008525725454092026,0.006545123178511858,6,7,11,sentence.7
3,81,0.20505636930465698,0.18491514027118683,0.1648474484682083,0.11497557163238525,0.09179938584566116,0.07449223846197128,0.0520625077188015,0.02157883159816265,0.01622440479695797,0.007069667801260948,7,8,14,sentence.7
4,81,0.21349748969078064,0.18166249990463257,0.1561485379934311,0.12947236001491547,0.08751116693019867,0.07421519607305527,0.05364071577787399,0.020349640399217606,0.0108259292319417,0.006774979643523693,7,8,13,sentence.7
5,81,0.21786338090896606,0.19696538150310516,0.14169907569885254,0.13267862796783447,0.08414459973573685,0.06485958397388458,0.05247816815972328,0.021294258534908295,0.00966426357626915,0.0073716770857572556,7,8,14,sentence.7
6,81,0.23624873161315918,0.19248752295970917,0.13914060592651367,0.12252915650606155,0.08053233474493027,0.06215114891529083,0.05022218078374863,0.02194422297179699,0.008525079116225243,0.007503059692680836,7,8,16,sentence.7
7,81,0.24439458549022675,0.17332875728607178,0.13827551901340485,0.12574346363544464,0.076826311647892,0.0596529096364975,0.05420329049229622,0.026415184140205383,0.00907985121011734,0.008319753222167492,7,9,17,sentence.7
